PLAsTiCC_obj_id,g_pk_time,r_pk_time,i_pk_time,z_pk_time,y_pk_time,g_pk_mag,r_pk_mag,i_pk_mag,z_pk_mag,y_pk_mag,g_a1,g_a2,r_a1,r_a2,i_a1,i_a2,z_a1,z_a2,y_a1,y_a2,g_std_time,r_std_time,i_std_time,z_std_time,y_std_time,g_std_mag,r_std_mag,i_std_mag,z_std_mag,y_std_mag,g_std_a1,g_std_a2,r_std_a1,r_std_a2,i_std_a1,i_std_a2,z_std_a1,z_std_a2,y_std_a1,y_std_a2,type,photo_z
207869,,60608.01352,60610.9598,60610.7093,,,-18.905354,-19.744243,-19.813481,,,,-8.246800785,0.549201263,-5.753676,0.89649927,-1.5362141,0.96398808,,,,0.73558151,1.09448196,2.26936364,,,2.73738269,0.03128583,0.0432059,,,,0.892490276,0.29474938,0.33918697,0.16269814,0.31996316,0.1629638,,,SN Ia,0.843
265538,60266.265,60270.4145,60272.2262,60271.5969,60270.6117,-18.721775,-19.704704,-19.605905,-19.616396,-19.402332,-6.7700977,0.0796407,-4.726902,0.57771145,-1.2792116,0.63472172,0.51280123,0.16976941,1.91828385,-0.3175365,1.67201519,0.42365721,0.50115528,0.60307041,1.80387819,0.05963478,0.01310308,0.01682025,0.02053705,0.0628945,1.33821811,0.30201161,0.51463679,0.18327608,0.23532538,0.10838792,0.22938823,0.11718892,0.39883399,0.23898549,SN Ia,0.456
220585,60539.5319,60543.5889,60545.2452,60546.011,60543.4962,-18.689162,-19.800408,-19.779579,-19.703695,-19.473093,-8.0162633,-0.1779498,-6.6690341,0.26060017,-2.8382407,0.43711687,0.34670074,0.31303921,1.67875419,-0.0136641,0.52110345,0.24072535,0.35006211,0.5620686,1.6437653,0.04198056,0.01454116,0.01630194,0.02342533,0.06207579,1.63807362,0.33127986,0.37166231,0.17501594,0.22250967,0.10812422,0.19728581,0.10793237,0.41292114,0.24918834,SN Ia,0.55
182885,59919.7202,59923.8492,59925.3836,59926.2635,59925.7573,-18.695329,-19.832434,-19.866341,-19.852639,-19.8064,-7.3568442,0.00139122,-5.7216958,0.77070959,-2.8098941,0.65888319,-0.0833956,0.54418432,1.41411435,-0.2052835,0.91759661,0.31890595,0.41667899,0.66785529,1.47570133,0.0540304,0.01260448,0.01264495,0.01685481,0.043017,1.62612424,0.34012018,0.61989257,0.17832415,0.26714589,0.11938772,0.25675015,0.12792654,0.45809586,0.27090771,SN Ia,0.581
16917,60583.77295,60588.35872,60592.31995,60587.23358,60583.20912,-17.298063,-17.18376,-17.35721,-17.45456,-17.498048,-2.371860182,0.197743054,3.699316187,0.164731523,4.036718428,-0.022065098,3.270304176,-0.376237864,3.283786046,-0.897503281,0.542827336,0.42821413,0,9.15E-05,1.674764698,0.027724808,0.02298675,0.019766903,0.029240094,0.075872919,0.446952468,0.212795138,0.180149835,0.110754799,0.124366149,0.066409316,0.156683463,0.084331024,0.296112084,0.17906146,SN II,0.221
46737,,59838.51942,59840.86519,59845.83204,59847.77405,,-19.341115,-19.732864,-19.592403,-19.849225,,,-6.958462504,0.641230978,-4.21226562,0.861633183,-0.876938235,0.663280179,0.951825967,0.047430195,,1.202020961,0.86646781,0.971494064,1.866148894,,0.028601509,0.024551528,0.033525832,0.075029811,,,0.660012337,0.245981756,0.290080848,0.14092394,0.279928701,0.140911217,0.501270125,0.308222074,SN Ia,0.703
172313,,59989.6644,59991.62017,59992.70439,,,-17.874525,-18.23094,-18.370718,,,,-5.8978885,0.51642646,-2.655045593,0.642409577,-0.072736422,0.406063035,,,,2.00169354,0.575018442,0.893699949,,,0.05969264,2.683849047,1.041132882,,,,0.63145438,0.22560797,0.266149439,0.128289672,0.254771917,0.132580115,,,SN II,0.567
282211,,,59891.3035,59888.3222,59892.54874,,,-19.693029,-20.106785,-19.995275,,,,,-7.6747355,1.08346338,-2.4125705,1.3749262,-0.236954754,0.487210312,,,2.21757888,4.0312158,2.454023339,,,0.0644287,0.05044212,1.139197266,,,,,0.39016005,0.19104973,0.36557819,0.18623473,0.69227229,0.423069111,SN Ia,1.016
174179,60216.16746,60223.14549,60226.2965,60229.37144,,-20.484173,-19.368601,-19.78751,-19.783326,,-8.104435646,-0.222324614,-8.592932714,0.563999305,-6.4172738,0.92612313,-1.801912636,1.132055087,,,3.713986907,0.771263611,2.39446548,0.884120421,,8.834257987,7.923452298,0.05061898,1.770325926,,2.630232453,0.49339973,0.949539347,0.309260407,0.35604793,0.17272606,0.334920493,0.171469679,,,SN Ia,0.9
188137,60229.28621,60233.36917,60237.8236,60242.1357,,-19.211469,-19.853068,-20.301626,-20.637802,,-8.135334686,-0.331615124,-9.503212207,0.613148097,-8.459680881,1.206122178,-2.8810113,1.43023968,,,6.036701426,1.380244384,1.021473396,2.60286791,,13.88358562,6.371142672,5.562739504,0.052494,,3.210591331,0.579267287,1.152052693,0.358884412,0.412817202,0.203357609,0.38413661,0.19257675,,,SN Ia,1.089
230158,60499.6018,60504.16027,60506.2113,60495.0673,,-18.530889,-18.956302,-19.200971,-18.869555,,-7.51338815,-0.043326808,-6.340280797,0.483809013,-2.6656289,0.5220952,0.24426674,0.40334912,,,2.691416653,0.587944771,0,0,,6.410627562,0.975702534,0.06625132,0.07937644,,1.79077279,0.36175045,0.663248875,0.234747437,0.25961088,0.12798275,0.24547938,0.13456108,,,SN II,0.592
166457,60596.95523,60595.9024,60602.7785,60606.5634,,-17.745659,-17.775975,-17.710235,-17.663475,,-7.293042752,-0.003417722,-5.2205594,0.56209633,-2.079708,0.66364558,0.19617286,0.35590854,,,2.47882034,1.26114609,1.45325794,0,,5.504010767,0.0553852,0.05560533,0.08112068,,1.622007678,0.334684362,0.57544835,0.21527285,0.25414862,0.1210704,0.24496834,0.12684122,,,SN II,0.523
92879,,60648.39233,60643.59338,60646.19843,,,-19.300395,-19.155642,-18.790005,,,,-8.378591633,0.468077677,-5.551337955,0.924649156,-1.427456351,0.975033346,,,,1.815617651,6.744469622,0.833727637,,,0.061812519,0.27078087,3.699969539,,,,0.87139657,0.28862398,0.335698149,0.164033436,0.316478119,0.16245343,,,SN II,0.828
276473,59827.73707,59833.1285,59835.6966,59838.1914,59834.6043,-18.316712,-19.665052,-20.062814,-19.785204,-19.957169,-7.815944159,-0.111802966,-7.1297099,0.50052638,-4.3310746,0.78050269,-0.8857083,0.73945907,0.91629404,0.01139768,3.071569649,1.62751547,1.20659819,1.87040854,5.70331949,8.100770543,0.05736921,0.03132772,0.03673456,0.12563583,2.096518484,0.410492793,0.59124063,0.24703127,0.27735098,0.13960471,0.26908506,0.14330378,0.51934508,0.30773458,SN Ia,0.71
44283,,,59915.3527,59915.21188,59916.82967,,,-19.801557,-20.122688,-20.05593,,,,,-8.095088894,1.196305326,-2.712299881,1.396254025,-0.412665465,0.55230088,,,1.883739775,2.46081896,2.540312209,,,0.065268273,0.053495589,0.905337688,,,,,0.40138803,0.196383819,0.37227736,0.184649547,0.71566119,0.437746502,SN Ia,1.059
262944,,60576.06965,60578.8903,60581.8484,60579.14958,,-18.711502,-19.559329,-19.475866,-19.72272,,,-8.017776093,0.540140875,-5.355615,0.87259764,-1.3462666,0.92156071,0.616542369,0.199916368,,0.71403308,1.1456681,1.78328098,2.048445326,,2.804876851,0.04434287,0.05785576,0.887104823,,,0.858396278,0.285969666,0.32460028,0.15432086,0.30868306,0.15634465,0.569853792,0.351313125,SN Ia,0.808
285010,60621.1766,60624.4363,60625.529,60627.0617,60626.8698,-18.62153,-19.71971,-19.750158,-19.829886,-19.644545,-10,-0.9412906,-7.8063536,-0.3891907,-3.9077704,0.37493702,-0.6512494,0.38005547,1.29072024,-0.2279475,0.45289534,0.22919124,0.46456439,0.60888338,1.62678625,0.02932657,0.01199898,0.01387181,0.01730843,0.04707394,0,0.29212263,0.44344171,0.1574369,0.23624236,0.12282307,0.20980217,0.12206816,0.45206467,0.26654085,SN Ia,0.599
98586,,60590.96985,60592.19118,60596.60383,60593.70735,,-19.440105,-20.39638,-20.561091,-20.56941,,,-9.495607626,0.568220973,-8.243979292,1.139314804,-2.688333258,1.471081899,-0.428623898,0.555251129,,1.465948413,0.982585996,2.397621315,2.554752253,,0.067876471,0.035708115,0.039436663,0.714088207,,,1.102211835,0.334295815,0.40278265,0.18904675,0.375487975,0.183653924,0.721577319,0.441226567,SN Ia,1.067
327271,60609.0118,60611.4209,60613.1213,60613.1949,60609.7934,-18.402088,-19.326748,-19.135438,-19.134503,-18.975763,-8.6671179,-0.3775244,-5.5563265,-0.1236083,-1.1496815,0.48730802,0.62641804,0.09811263,1.96209374,-0.4503614,0.31909046,0.15817449,0.25962541,0.3581236,1.17101104,0.01577286,0.01006687,0.01352126,0.01859641,0.0449104,1.18206793,0.25141311,0.50352929,0.13942924,0.23177894,0.10175805,0.22586155,0.11240692,0.38736967,0.22524937,SN Ia,0.431
227991,,60581.1114,60583.9773,60583.5663,60584.22335,,-18.961085,-19.819004,-19.768464,-19.885125,,,-7.9081933,0.57944615,-5.3845225,0.97272856,-1.4565122,0.87359778,0.570803146,0.194382953,,1.26085375,1.01269645,2.06818724,2.059521022,,0.05331695,0.03489158,0.05187331,0.676161684,,,0.81845577,0.26614932,0.32183726,0.15511674,0.30305921,0.15551335,0.577365479,0.353590121,SN Ia,0.813
91832,60581.0368,60578.51262,60582.8918,60586.29133,,-18.32092,-18.467448,-18.295028,-18.123167,,-7.874036744,-0.203787551,-5.365504803,0.335655852,-1.866078042,0.604282578,0.20516811,0.391142041,,,1.208208332,0.8519186,0,2.116495192,,0.042372005,0.033537777,0.045757594,0.073477732,,1.170664707,0.329764816,0.497354973,0.19849161,0.238472268,0.118688257,0.245453026,0.127672279,,,SN II,0.534
326327,60180.4208,60181.8886,60185.2351,60185.27012,,-17.813242,-17.387332,-17.651414,-17.088351,,-6.959135497,0.047747504,-4.791901,0.44823024,-0.854219,0.42160037,0.612371508,0.118313828,,,2.223366182,1.87125621,2.53508856,0.591191019,,7.308476694,0.07619065,0.09371868,1.503581394,,1.420235354,0.302256063,0.54316825,0.20179507,0.22799605,0.11112446,0.228289045,0.119911609,,,SN II,0.435
213012,,60620.951,60623.3135,60623.9699,60626.8766,,-19.203376,-19.783348,-19.622526,-19.691428,,,-7.9210729,0.3342305,-4.9659186,0.77051128,-1.2125547,0.79612908,0.7202377,0.13507212,,0.47044439,0.4728823,1.03201934,3.06869798,,0.02710728,0.02092712,0.03182158,0.08733604,,,0.76053337,0.22717231,0.29871154,0.13224452,0.28733638,0.14402007,0.53039395,0.32165483,SN Ia,0.757
322384,60161.71236,60166.9617,60169.15193,,,-19.011339,-18.9859,-18.393962,,,-7.627953516,-0.066672094,-6.9344341,0.41099036,-3.378211276,0.712874563,,,,,2.712900462,1.17976457,0.610542259,,,6.132030415,0.02841336,1.599774784,,,1.891740897,0.377960749,0.66881387,0.23896733,0.282507112,0.136751669,,,,,SN II,0.632
182567,59803.39697,59808.3758,59810.7364,59812.8011,59812.2748,-18.57182,-19.946899,-20.052729,-19.964768,-19.94475,-7.689095851,-0.08047449,-7.0324902,0.27488576,-3.8855253,0.57282614,-0.724299,0.58167527,1.1320421,-0.0008649,2.894244601,0.28830072,0.40514609,0.79170055,1.93532313,4.887174837,0.01319395,0.01411862,0.02049813,0.04788164,1.954049816,0.387855209,0.44136592,0.17521023,0.2400063,0.10963302,0.23567141,0.11796139,0.47368708,0.26772617,SN Ia,0.656
108470,,59847.83066,59851.36745,59852.00171,59852.55815,,-18.586258,-19.929149,-20.019978,-20.191227,,,-9.156614677,0.59165658,-7.536248305,1.132422356,-2.409420916,1.299575161,-0.197785183,0.471998641,,0.83969107,0.997962182,1.828833157,2.429459178,,2.674064562,0.041292718,0.048096722,0.80735428,,,1.061424818,0.337099619,0.384579945,0.182976149,0.36102262,0.179631801,0.687457416,0.419991351,SN Ia,1.007
103339,,60272.34568,60275.2587,60278.63517,60274.44432,,-19.217209,-20.044133,-19.814699,-19.964128,,,-7.155012138,0.671488145,-4.799854446,0.824994001,-1.157093951,0.721287353,0.930551414,0.320668329,,0.949887771,0.614330759,1.131029316,2.784001307,,0.038679863,0.020696874,0.028057265,0.072901404,,,0.744994957,0.25286189,0.307234899,0.139707556,0.294187703,0.143299588,0.538298715,0.312075763,SN Ia,0.757
3645,59782.19931,59785.63753,59788.14545,59796.02221,59788.55457,-18.748719,-19.660226,-19.622649,-19.483761,-19.578058,-7.327662176,-0.009776348,-7.538859699,0.140124536,-2.573614049,0.47312855,-0.015095168,0.29953247,1.579540139,-0.246101478,2.51195405,0.394888064,0.399376629,1.806151979,1.268993103,5.069179956,0.021308044,0.022879046,0.049202117,0.065376279,1.648632455,0.338910129,0.525805113,0.203811128,0.245580788,0.115630917,0.226650291,0.126073505,0.426810984,0.253283434,SN Ia,0.534
85616,,60541.83423,60545.22568,60547.59365,,,-19.475644,-20.086757,-20.201738,,,,-8.957565451,0.581403761,-7.135910826,1.036474758,-2.226247628,1.199289694,,,,0.813910241,1.234120813,2.470281285,,,3.126987829,0.044101837,0.06058109,,,,1.018971147,0.326610274,0.373755849,0.179241163,0.35028512,0.175063488,,,SN Ia,0.967
86881,60225.2232,60228.151,60229.42675,60229.07342,,-16.729414,-17.080725,-16.702552,-16.979261,,-6.720327749,0.080050017,-3.694477853,0.608925681,-0.567332265,0.440661672,0.919642305,-0.00351545,,,1.974690777,0,0.482970098,0.750827469,,3.442180588,0.041450122,0.208796393,0.290120279,,1.300393105,0.283178771,0.478916119,0.181603443,0.224145303,0.106309197,0.217701521,0.115150536,,,SN II,0.379
68536,,60151.47194,60154.59773,60157.62782,60155.26286,,-19.0941,-19.997389,-19.948425,-20.023285,,,-8.552233832,0.562202516,-6.280020848,1.007450785,-1.765058107,1.116666909,0.247968651,0.312210728,,0.76684444,1.710611734,0.879179774,2.210593619,,4.090819165,0.053735953,1.116524768,0.772852616,,,0.94242933,0.307462886,0.351635879,0.172512108,0.333118529,0.170572017,0.623034836,0.380499407,SN Ia,0.893
117176,60254.52499,60254.8862,60260.36406,60257.7023,60258.99399,-18.922824,-20.122528,-19.856324,-19.917265,-19.62811,-6.797785089,0.023377947,-5.848803116,0.500404425,-2.251481256,0.671717464,0.453209544,0.089149867,1.649331857,-0.255150101,0.934070215,4.107843453,2.966094343,3.225876723,4.500263692,0.100592887,0.257252919,0.109753081,0.11481543,0.149447913,1.127345453,0.329406683,0.345084762,0.210385715,0.232769167,0.108922657,0.222980638,0.110335864,0.420871278,0.244420992,SN Ia,0.528
251817,60579.8375,60582.7577,60584.0395,60583.0676,60581.2764,-19.01062,-19.654703,-19.693437,-19.572118,-19.121448,-6.9782699,0.1523984,-4.264268,0.49629055,-0.4541095,0.26612027,1.20088373,0.10234865,2.0198939,-0.4036238,1.10468174,0.42985973,0.34655286,0.5427282,1.75533765,0.01966579,0.01206002,0.01265612,0.01844335,0.05821825,0.70930034,0.27717906,0.23026888,0.15086601,0.11941533,0.07502165,0.13048792,0.08085315,0.28883109,0.18479066,SN Ia,0.387
249232,60530.5811,60536.1932,60541.5355,60540.5223,60539.26629,-17.650299,-17.341267,-17.557172,-17.535059,-17.505058,-6.5326796,-0.2363662,0.23256913,0.25980308,1.68042291,0.18915457,1.7874773,-0.1667572,2.476464007,-0.515329302,0.47334646,0,0.55155746,8.75E-05,1.23806271,0.02102811,0.02239606,0.02948913,0.03585972,1.242705348,0.72945656,0.20891313,0.25745305,0.15341316,0.17884735,0.09494,0.18340322,0.10750092,0.343317088,0.207563097,SN II,0.313
281126,,60279.0803,60282.524,60281.837,60286.6731,,-19.197299,-19.81729,-19.666496,-19.823931,,,-7.299845,0.58457409,-4.6767197,0.88735905,-1.0600174,0.78385504,0.80393639,0.14266519,,0.72292818,0.67975878,1.27106582,2.42731907,,0.02476611,0.01831429,0.02927996,0.06483803,,,0.75013592,0.23197546,0.30830093,0.13576234,0.29439731,0.14388,0.54572033,0.32724627,SN Ia,0.752
137122,59830.79371,59841.73471,59848.57704,59849.45459,,-18.733731,-18.269545,-17.950497,-17.965396,,-5.485413966,0.103900399,-5.970146815,0.468714411,-2.537655125,0.69298455,-0.051941952,0.399042192,,,2.802671956,1.081325896,1.287621276,0.660693525,,0.143356946,0.030260924,0.070491907,0.488395666,,0.990299131,0.343960094,0.595214185,0.218629435,0.264194151,0.126688211,0.253925437,0.13212469,,,SN II,0.563
102415,60528.40318,60533.01795,60534.9592,60536.02102,,-18.443844,-18.233455,-17.574782,-17.745003,,-7.423472783,-0.026609566,-6.171098189,0.427348231,-2.610630756,0.638053277,-0.051754754,0.398157488,,,2.499012092,1.403963793,0.572868426,0.890047354,,5.411485161,0.038962703,1.345336431,0.625504627,,1.71889513,0.350218042,0.635896003,0.225761787,0.265165312,0.127781224,0.25393259,0.132139204,,,SN II,0.563
10412,60234.37013,60240.1397,60242.99001,60243.0011,60243.01768,-17.87663,-19.833021,-20.249584,-19.980345,-20.070994,-7.931687887,-0.145504312,-8.032891061,0.317097867,-4.914240737,0.821570272,-1.120140539,0.838473506,0.726972336,0.131064458,3.263731321,0.419594196,0.82672418,2.440194933,1.973305723,7.843061682,0.019164508,0.018650819,0.036659251,0.811765607,2.253880039,0.435322214,0.789519064,0.224238315,0.318872845,0.154909681,0.301464443,0.155000617,0.554814807,0.338801294,SN Ia,0.768
298232,60549.07892,60552.8997,60553.3029,60561.0196,,-17.461495,-17.471435,-17.59047,-17.791276,,-6.740392664,0.077223687,-2.4795696,0.35974449,-0.0112627,0.31254061,1.04658589,-0.0756819,,,2.08406379,0.84035137,0,1.50892746,,3.632018523,0.0437899,0.0504316,0.0779141,,1.310984413,0.284818549,0.43357513,0.17861462,0.20752143,0.10331622,0.21385255,0.11325618,,,SN II,0.384
1498,60040.14104,60047.2937,60049.23222,60047.45015,60049.49602,-18.535228,-19.611753,-20.282453,-20.075613,-19.956861,-7.99656269,-0.16924206,-8.39258762,0.396827533,-5.410363415,0.862359553,-1.295152207,0.957762406,0.592415566,0.198305348,3.40144136,1.617632883,1.180799911,2.738724873,2.049079174,6.895728436,0.030184986,0.022111134,0.036353211,0.713041181,2.368378628,0.453152476,0.809043422,0.275687741,0.326269618,0.156472424,0.309126125,0.158142147,0.573442054,0.351616164,SN Ia,0.809
229053,,60614.33813,60617.7872,60618.6883,60618.87663,,-18.883953,-19.752841,-19.988704,-19.636671,,,-9.03772944,0.5855718,-7.2830752,1.08667717,-2.3137034,1.22388038,-0.104677686,0.436571195,,0.8242153,1.31296794,1.53501841,2.388434575,,3.300797209,0.03951534,0.03789319,0.863498466,,,1.035940523,0.33079627,0.38079843,0.1864283,0.35481599,0.17677536,0.673902518,0.411834186,SN Ia,0.983
224683,60212.98033,60217.8885,60219.94504,60221.23815,,-18.646881,-18.375033,-17.86753,-17.688321,,-7.521109631,-0.045109785,-6.1134524,0.48973336,-2.967244353,0.672824025,-0.218440993,0.468063496,,,2.597408445,2.14217334,0.590126008,0.916663142,,6.715157766,0.08318503,2.193192604,1.140657421,,1.798336638,0.362952126,0.61823822,0.23045288,0.273077597,0.131890068,0.260897759,0.135482047,,,SN II,0.595
242702,,59864.8738,59874.1909,59876.91945,,,-18.570844,-18.83187,-18.724716,,,,-8.3521866,0.52789738,-5.7102552,0.99485926,-1.526596513,1.016665704,,,,1.8335394,2.0640679,0.846886608,,,0.05984572,0.06020321,1.40894514,,,,0.88823288,0.28943685,0.34034951,0.16524966,0.32128284,0.164800046,,,SN II,0.847
174901,59860.811,59865.287,59867.2626,59871.4541,59864.9842,-18.061205,-18.023127,-17.964001,-18.124271,-18.044383,-4.7441611,-0.2248754,-0.9612311,0.87124188,1.07202919,0.90030971,1.77472413,0.37454279,3.08206827,-0.0978989,0.22095836,0.3004376,0.55152106,0.50066534,1.34178754,0.01585865,0.01056423,0.01451301,0.01996027,0.05587211,0.72796281,0.21490024,0.37493996,0.12826006,0.19764667,0.0847131,0.20252993,0.09917308,0.32632802,0.19170765,SN II,0.304
142449,,,60222.07586,60223.05254,60221.32838,,,-18.277323,-18.883231,-19.128468,,,,,-2.788486581,0.655319449,-0.191412869,0.368356248,1.451584599,-0.137797463,,,0.671708264,2.903455625,1.558408718,,,3.26433852,0.04944244,2.010137826,,,,,0.269108903,0.129826572,0.256966468,0.13283663,0.45796458,0.278707794,SN Ia-91bg,0.579
10332,,,60576.59868,60579.8447,,,,-19.592434,-19.615344,,,,,,-6.647116341,1.030083794,-1.926367493,1.194382255,,,,,0.902647467,6.200770768,,,,11.00525339,0.164014903,,,,,,0.364116894,0.178592363,0.339877386,0.174156444,,,SN Ia,0.926
31936,,60247.47861,60245.8625,60251.16842,60244.91187,,-19.252101,-19.33616,-19.522311,-19.279674,,,-6.273590829,0.569571872,-2.04964759,0.857742069,-0.025543184,0.389782235,1.490898873,-0.146815469,,0.620846685,0,0.635579393,1.619914056,,0.053352755,0.025882623,0.040183172,0.766106736,,,0.540313774,0.215634297,0.202224093,0.116440828,0.233312093,0.124364796,0.452837472,0.276144205,SN Ia,0.571
25936,,59857.77622,59860.05422,59860.06534,59861.26246,,-19.133877,-20.184313,-20.306169,-20.05975,,,-9.358070078,0.484158132,-7.508061672,1.101207901,-2.480220609,1.204747213,-0.190564526,0.473145092,,1.587452988,1.22733177,2.378059587,2.426575243,,0.066604568,0.033124988,0.041716329,0.861360274,,,1.040669368,0.321900799,0.384766671,0.187039258,0.358712037,0.180262965,0.684006589,0.417870415,SN Ia,1.002
239461,,60269.34397,60272.6064,60269.315,,,-18.980317,-20.073868,-20.186744,,,,-8.767439153,0.572024834,-6.6693818,1.07445141,-2.0377203,1.1691461,,,,0.790892453,1.28365838,2.87890065,,,3.207120374,0.0416077,0.06464661,,,,0.981325779,0.317246349,0.35977856,0.17261189,0.33730111,0.17177246,,,SN Ia,0.931
48851,,60170.71346,60173.7124,60176.49456,,,-19.443063,-19.419556,-19.2805,,,,-8.339296967,0.552460127,-5.794054913,1.025128206,-1.58060409,1.03777938,,,,0.744093292,0,0.851877857,,,1.193872873,0.058298841,0.41564692,,,,0.90604452,0.298285312,0.339762993,0.164506433,0.32363546,0.166034571,,,SN II,0.857
298577,60602.8897,60612.6477,60618.0483,60618.2694,60616.19183,-18.260857,-17.761331,-17.841963,-17.870756,-17.927155,-4.1630213,0.44478921,-2.1043862,0.38073373,-0.1857528,0.5584199,1.09611977,0.0552262,2.168749141,-0.39963121,1.16040826,0.52291502,0.59181053,0.83864869,1.3448098,0.03036894,0.0228628,0.03055248,0.04649195,1.131597354,0.67493225,0.26725321,0.36697656,0.16475046,0.21199118,0.10337465,0.21190838,0.11424965,0.373816552,0.226769031,SN II,0.394
16851,59943.14126,59946.0357,59948.05293,59936.6277,59936.6277,-18.81754,-19.297831,-19.299766,-19.499548,-18.796902,-7.147083915,0.12549298,-4.455047521,0.51801163,-0.386683713,0.492533583,1.072625456,-0.053560801,2.381327071,-0.487292448,2.093695673,0.73763468,0.543341622,0,0,0.095126962,0.013910213,0.013882602,0.030530693,0.084296773,0.765839932,0.269614459,0.288322325,0.165897872,0.148476727,0.086221257,0.164450622,0.089464448,0.341065177,0.189269493,SN Ia,0.344
210695,59891.4633,59899.7956,59901.1933,59901.1933,59887.757,-18.567574,-18.070613,-18.168047,-18.194224,-18.326891,-5.9742103,-0.8117327,-0.9492533,0.55973879,0.61493757,0.69632945,1.52213869,0.15486073,2.20147226,-0.3727709,0,0.98986993,0,0,5.90532378,0.01847371,0.02025479,0.02701845,0.03743812,0.19179386,0.53955876,0.23272645,0.35125836,0.1763735,0.1854785,0.10096358,0.19737181,0.11202355,0.36888865,0.22167743,SN II,0.39
221974,60198.83297,60198.2588,60203.052,60204.1177,,-17.673131,-17.478712,-17.659412,-17.801955,,-6.736643267,0.077823825,-1.2387657,0.45293356,-0.1250268,0.37979259,1.07238188,-0.0413498,,,2.082362435,0,0.73889281,1.01094886,,4.685485649,0.03243034,0.04032858,0.05638359,,1.308891803,0.28449666,0.31855085,0.16316213,0.21358795,0.1014239,0.21392036,0.11152614,,,SN II,0.383
44411,,60355.30203,60358.67547,60360.8998,,,-18.787387,-19.868132,-19.868136,,,,-8.931885643,0.580089282,-7.052301021,1.074326675,-2.182883712,1.195831338,,,,0.810715954,1.219487321,2.786568955,,,4.375424307,0.044989071,0.057529709,,,,1.013702209,0.325304703,0.371150683,0.176073884,0.34934611,0.174897915,,,SN Ia,0.962
281645,59932.0373,59935.7203,59938.5282,59939.6251,59937.74058,-18.503844,-19.408216,-19.317374,-19.106462,-19.300204,-10,-0.7372931,-7.4375136,-0.3492863,-3.1213836,0.621282,-0.2789516,0.48327832,1.34865488,-0.099431473,0.46355928,0.21036818,0.49750132,0.92671795,1.680409994,0.020134,0.0121791,0.0174623,0.0329315,0.782717559,0,0.32284567,0.65022701,0.18650069,0.27539159,0.13111051,0.26316677,0.13566287,0.471169235,0.286951258,SN II,0.606
77797,,59839.12383,59842.5366,59841.27589,59843.59261,,-18.96806,-20.149924,-20.282556,-19.813095,,,-8.988050675,0.582895137,-7.15484785,1.084322887,-2.33107853,1.243288565,-0.082958039,0.42828822,,0.817762476,1.064557518,2.490209959,2.369462795,,3.213940087,0.037177595,0.054625771,0.838572721,,,1.02530216,0.328171545,0.368164,0.171923355,0.345533067,0.177254548,0.667493205,0.408258953,SN Ia,0.973
40883,,60169.50285,60172.92669,60174.0805,,,-18.857637,-20.003425,-20.177877,,,,-9.002817026,0.583760499,-7.185412134,1.100854819,-2.201001639,1.281801306,,,,0.819726972,1.391844844,0,,,4.898021975,0.04457658,0.048574027,,,,1.02850898,0.328963788,0.376578116,0.182746451,0.351345568,0.175913068,,,SN Ia,0.976
76977,60170.1631,60172.788,60176.33795,60177.15718,,-17.778456,-18.530288,-18.491056,-18.497848,,-7.393774038,-0.021336771,-4.894529245,0.738543687,-2.335200576,0.645851516,-0.002245808,0.379159399,,,2.57286989,0,0.872763436,0.65442559,,5.595117422,0.030916277,0.047992387,0.352552935,,1.697091803,0.34668934,0.533038239,0.203568239,0.255204126,0.123674554,0.25182989,0.131199297,,,SN II,0.554
166742,,59755.00358,59757.9574,59760.67081,,,-18.954422,-19.806955,-19.818148,,,,-8.25958335,0.549662118,-5.7507795,0.93897811,-1.516818225,1.013197359,,,,0.736713691,0,0.844079653,,,1.361039603,0.03701559,0.342271554,,,,0.894435705,0.295245825,0.33876301,0.16403308,0.320741985,0.164468674,,,SN Ia,0.845
291858,,59827.80832,59829.47829,59829.6632,,,-17.064315,-17.730975,-17.970646,,,,-5.050091786,0.449484839,-1.45345322,0.52673612,0.50901003,0.20210658,,,,0.810191082,0.602756505,0,,,1.176635825,0.322479444,0.08525211,,,,0.560975274,0.206822947,0.240958616,0.115111636,0.22946434,0.12091755,,,CaRT,0.459
87995,60241.66683,60244.69055,60245.96244,60245.19519,60243.67612,-17.927149,-18.470787,-18.681064,-18.718197,-18.770056,-6.813908291,0.05984716,-4.314969713,0.431402675,-0.68680395,0.451202967,0.846022508,0.020172244,2.178772799,-0.406204729,0.46449091,2.003152535,2.09144458,2.890675741,2.816314599,0.027098122,2.757131786,0.840110319,1.14966897,2.531473854,1.313053707,0.282650652,0.513252161,0.193946058,0.226543059,0.107610926,0.220274014,0.116106321,0.372664283,0.225779041,SN Ibc,0.39
134490,60576.32497,60580.8218,60585.464,60598.155,,-18.58672,-19.648931,-19.73341,-19.552186,,-8.001892599,-0.171542065,-8.008521364,0.37336945,-4.565422816,1.160943586,-1.179227305,1.077287352,,,3.416277658,0.963979397,0,0,,7.600432745,0.033886851,0.037019338,0.044965402,,2.379738871,0.4549037,0.786947153,0.266630478,0.307812453,0.150950519,0.308028097,0.154643842,,,SN II,0.813
